ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
14;gpt2_xl_wechsel_german;0.4128264042843303;0.003475643471103313;0.2931247312813149;0.004288064919824419;0.5413955029721169;0.003956804162737428
15;gpt2_xl_wechsel_german;0.41251198407867284;0.003352322955574279;0.29285903599611135;0.004092642147860512;0.5411513314834737;0.0037797773070724822
16;gpt2_xl_wechsel_german;0.4128386323143387;0.0033603487541729793;0.29313336543691987;0.004256361059678535;0.5414036967528941;0.003926575762243171
17;gpt2_xl_wechsel_german;0.41253307152748525;0.0031128098411411617;0.2927491793757728;0.004017304995372031;0.5410502950034062;0.0037109869204518236
18;gpt2_xl_wechsel_german;0.41246200649333553;0.0030377159662129775;0.2927189801437317;0.0038257978631327685;0.541023584687405;0.0035317742213856113
19;gpt2_xl_wechsel_german;0.4124201897908421;0.002909996004960325;0.2928669060870385;0.0037288432997444;0.5411608566338629;0.003441682658241144
20;gpt2_xl_wechsel_german;0.4122424412776599;0.0029183592318557795;0.2924742146809367;0.003715898177462535;0.5407979660672393;0.0034331275593441563
21;gpt2_xl_wechsel_german;0.4122088845602981;0.0028934668932730045;0.2925509469966421;0.0035893582744912222;0.5408696328578735;0.0033163605169021625
22;gpt2_xl_wechsel_german;0.4121682704676678;0.0027059928597430844;0.29243830374010765;0.003383021452750852;0.5407666253935013;0.0031257592683622657
23;gpt2_xl_wechsel_german;0.41207085354629414;0.0027441764110326308;0.29242503809005416;0.0034312031913728397;0.5407540961253333;0.0031710675486015124
24;gpt2_xl_wechsel_german;0.41197248185331314;0.00264823809277811;0.2922858843051469;0.003333723782294035;0.5406259349802183;0.003080945331531483
25;gpt2_xl_wechsel_german;0.412023081815753;0.0026157906421605762;0.29241781818659823;0.003261349818663225;0.5407483217533506;0.0030132685444697474
26;gpt2_xl_wechsel_german;0.4118694697361842;0.0025025562887871235;0.29220442483971704;0.0031537675879855015;0.540551510787487;0.002915051046792774
27;gpt2_xl_wechsel_german;0.41185399106740644;0.002514806574618147;0.29212855318370834;0.0031633619316126186;0.5404812738257068;0.0029247874849702097
28;gpt2_xl_wechsel_german;0.4118604881116497;0.002366544069478227;0.2921430857732408;0.002952604313805552;0.5404957359071142;0.00272996193374254
