ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
19;Wechsel_BERT;0.3985537559233844;0.0025470815784372847;0.2711915035875507;0.0032153758096853248;0.5207513711553926;0.003085862906573814
20;Wechsel_BERT;0.398380054740775;0.002391315503156851;0.2709301793788845;0.0030724528818010955;0.5205011855936468;0.002950233612747263
21;Wechsel_BERT;0.39838972277377793;0.002365084539359043;0.2710186696188422;0.0030340328362404544;0.5205863897768518;0.0029135694316139355
22;Wechsel_BERT;0.39833942455270965;0.0024071479730427125;0.27081241649061144;0.0030417314058220858;0.5203882106359693;0.0029215162094125783
23;Wechsel_BERT;0.39832404897941637;0.0023192561463923566;0.2707934260918459;0.0029892058933830602;0.5203702477942149;0.0028704602375242507
24;Wechsel_BERT;0.39830968199998473;0.0021076701769665797;0.2708812150196315;0.0027505458350662055;0.5204558041592627;0.0026415742428953343
25;Wechsel_BERT;0.3982083642451888;0.0022093390368925067;0.2707292594095534;0.0028535745052004303;0.5203092829797389;0.0027417096190236988
26;Wechsel_BERT;0.3981572517655848;0.00200106959628115;0.2706219237211482;0.002625992077279136;0.5202072282883687;0.0025238318899168193
27;Wechsel_BERT;0.3981320776531516;0.002062210842252804;0.270797227321692;0.0026701734491704344;0.5203754928340492;0.0025652211935199235
28;Wechsel_BERT;0.3981179896293666;0.002039395570499382;0.27063831956987516;0.002651112809570877;0.5202228719757314;0.002547456129143835
29;Wechsel_BERT;0.39820883320242134;0.002039416645006705;0.2707630172368046;0.0026016484417793113;0.5203429411232481;0.0024994213568776827
30;Wechsel_BERT;0.3981137131170587;0.0019280943784259464;0.2706424948371874;0.002480553741010773;0.5202276594381491;0.0023838782620259342
31;Wechsel_BERT;0.3980859194200387;0.0020107854225965517;0.270595945570377;0.0025633537781202934;0.5201825506888309;0.002462842835705929
32;Wechsel_BERT;0.3980005399567217;0.0019189499009803596;0.27046064962045874;0.00243395273300535;0.5200530584366643;0.002339124330567089
33;Wechsel_BERT;0.39803380300123886;0.0018972955082619005;0.2705679847663879;0.0024546613939455033;0.5201561549207687;0.0023589890331699517
34;Wechsel_BERT;0.3980243104270837;0.0018995501625605287;0.2705608374661082;0.002425444956702464;0.520149408423483;0.0023314842113136003
35;Wechsel_BERT;0.39802361822899546;0.0018701150523612073;0.2705872412586831;0.0023815112581783387;0.5201749776280088;0.0022889184196481435
36;Wechsel_BERT;0.3980057433318867;0.001929308364152451;0.27056203604880147;0.0024382081495750766;0.5201505089708672;0.0023429800905111066
37;Wechsel_BERT;0.3979357523393397;0.0018266578614647632;0.27047534754253877;0.002328790985036823;0.5200676320703271;0.0022384427460835996
38;Wechsel_BERT;0.3979531207243783;0.0017520738626416227;0.27045211634269173;0.0023101541663583776;0.5200453715578731;0.0022209900319771427
39;Wechsel_BERT;0.3979018273110183;0.0016631962043096391;0.2704619676806085;0.0021558379134641666;0.5200554571115383;0.002072076885779494
40;Wechsel_BERT;0.39808682641206505;0.001730066770844475;0.27052333812033114;0.0022039299112916358;0.52011427109513;0.002118398245042448
41;Wechsel_BERT;0.397933421146223;0.0016888758150712343;0.27051422322674473;0.0021932439403636174;0.520105547363918;0.0021088563960956
42;Wechsel_BERT;0.3978006946103421;0.0016040632915547864;0.2703493977002257;0.002098375161473432;0.5199474305103242;0.0020177406213722267
43;Wechsel_BERT;0.3979332531078427;0.0016485691176109615;0.2705532189725843;0.002037401436886437;0.5201436224337873;0.0019582770211818657
44;Wechsel_BERT;0.39789755939435484;0.0016739438077638777;0.27032287139109;0.0020888562574336543;0.519921956636869;0.0020085896571792107
45;Wechsel_BERT;0.3978478569954926;0.0017037591373085938;0.27032656549436906;0.002153189120774888;0.5199252671923087;0.0020703419262283673
46;Wechsel_BERT;0.39785144841826847;0.0015999883472824108;0.2703855602410262;0.0020492485691122396;0.5199823854162494;0.0019705280598564822
47;Wechsel_BERT;0.39779122418213175;0.0015629227688081027;0.2702748936562148;0.001997803365244226;0.5198761434816903;0.0019216627195632653
48;Wechsel_BERT;0.3978231897322117;0.0016092375947189266;0.27034877593436746;0.0019789143844421214;0.5199472660634625;0.0019026475148142916
49;Wechsel_BERT;0.3978288336332096;0.0016721523984536038;0.2703255310809877;0.002105989040414651;0.5199244507690534;0.0020250121382465887
50;Wechsel_BERT;0.39789238838417834;0.0015675611672039118;0.27044062045643685;0.0020254975263522476;0.5200354152315957;0.0019470882083245397
51;Wechsel_BERT;0.3977467775209669;0.0015444441330817711;0.2702945834427874;0.001999840806439361;0.5198950742980135;0.0019232426557486786
52;Wechsel_BERT;0.39785263689870093;0.001610457956331669;0.2703681849437288;0.0020387698816289467;0.5199657156270965;0.001960448798138466
53;Wechsel_BERT;0.39772322058221565;0.001475153490516641;0.2702284545835566;0.0018925525157023801;0.519831844126869;0.0018198150846625177
54;Wechsel_BERT;0.39767875181505347;0.001444999284088324;0.27017080049018;0.0018725225740808627;0.5197764529705888;0.0018007415594050373
55;Wechsel_BERT;0.3978395666385414;0.0015234221312173926;0.27035337133023235;0.0019462763682873707;0.5199517979175426;0.0018715435399033063
56;Wechsel_BERT;0.39777629363721706;0.001432647521199111;0.27027091794692537;0.0017810964256865151;0.5198730495324656;0.0017126733461538942
57;Wechsel_BERT;0.3977325736018961;0.0014782476274073169;0.27025160475262644;0.0018450214099414812;0.5198542683711619;0.001774135413949505
58;Wechsel_BERT;0.39778797693108875;0.0014359315268376858;0.27029599195659465;0.0017760291220806838;0.5198971798955683;0.001707984321112548
59;Wechsel_BERT;0.39776388572526544;0.001492982392325279;0.2702490844800683;0.0018943039728143648;0.5198516818688861;0.0018211685297704222
60;Wechsel_BERT;0.3976994403602226;0.001410650978471334;0.2701558065139359;0.0017962321780629798;0.5197622763293241;0.0017278901873170889
1;Wechsel_BERT;0.4648137278876296;0.012006027501026412;0.3458702883534477;0.0161072380867826;0.5879508999132945;0.013572466852062816
2;Wechsel_BERT;0.4576599726278663;0.008380865349718235;0.3351701574605179;0.01020164047805967;0.5788724711960774;0.008769061997334583
3;Wechsel_BERT;0.4552690742713984;0.00692628683463394;0.3312903862807979;0.008178106498168627;0.5755348118053538;0.007079321844004266
4;Wechsel_BERT;0.45403165114680993;0.005984735810626977;0.3290734094820693;0.006820671479030857;0.5736185440148625;0.005933856671079369
5;Wechsel_BERT;0.45302567672203325;0.005200278069240621;0.32805919611929424;0.005939304308180689;0.5727411579752963;0.0051757964874835595
